House,Duration,Peak,Volume,Outdoor_Events_x,Above_avg_vol,Above_avg_dur,Above_avg_peak,Outdoor_Events_y,City,Region,Outdoor_User
871,74940,1839.43,1298.46,0,1,1,1,0,Toho,Southeast,0
872,21080,344.69,447.8,0,0,0,0,0,Toho,Southeast,0
873,34760,577.24,792.05,0,1,0,0,3,Toho,Southeast,1
875,30290,382.42,945.91,0,1,0,0,3,Toho,Southeast,1
876,11760,308.88,336.73,0,0,0,0,0,Toho,Southeast,0
877,26530,748.41,628.81,0,0,0,1,4,Toho,Southeast,1
878,33560,1012.78,620.35,0,0,0,1,3,Toho,Southeast,1
879,70570,1813.05,1191.49,0,1,1,1,4,Toho,Southeast,1
880,51230,1257.22,757.27,0,1,1,1,0,Toho,Southeast,0
882,18740,308.65,380.41,0,0,0,0,3,Toho,Southeast,1
883,53070,1125.59,746.15,0,1,1,1,5,Toho,Southeast,1
884,31630,519.76,497.73,0,0,0,0,4,Toho,Southeast,1
886,27170,515.53,543.62,0,0,0,0,0,Toho,Southeast,0
889,71320,980.41,1727.49,0,1,1,1,9,Toho,Southeast,1
890,22730,421.91,437.66,0,0,0,0,0,Toho,Southeast,0
891,50310,1170.35,1092.35,0,1,1,1,19,Toho,Southeast,1
892,21590,437.4,361.21,0,0,0,0,0,Toho,Southeast,0
893,33670,599.94,861.11,0,1,0,0,0,Toho,Southeast,0
895,91440,2099.66,1716.83,0,1,1,1,3,Toho,Southeast,1
897,102730,2436.55,1854.07,0,1,1,1,0,Toho,Southeast,0
901,46960,597.94,1320.1,0,1,1,0,0,Toho,Southeast,0
902,52780,1035.84,1097.05,0,1,1,1,2,Toho,Southeast,1
903,71630,1830.19,1290.73,0,1,1,1,0,Toho,Southeast,0
904,60460,945.56,827.93,0,1,1,1,0,Toho,Southeast,0
906,54780,1061.44,672.92,0,0,1,1,0,Toho,Southeast,0
907,33260,958.04,686.55,0,0,0,1,0,Toho,Southeast,0
908,59660,728.93,1453.54,0,1,1,1,23,Toho,Southeast,1
909,37790,901.18,688.73,0,0,1,1,22,Toho,Southeast,1
911,58730,1286.65,1061.52,0,1,1,1,0,Toho,Southeast,0
913,68850,1307.35,1506.46,0,1,1,1,0,Toho,Southeast,0
914,60120,810.79,1334.85,0,1,1,1,0,Toho,Southeast,0
915,26130,628.99,536.62,0,0,0,0,6,Toho,Southeast,1
916,89550,1440.05,1681.27,0,1,1,1,2,Toho,Southeast,1
917,71320,1382.9,1799.89,0,1,1,1,10,Toho,Southeast,1
1003,40340,1495.51,659.69,0,0,1,1,0,Peel,Northeast,0
1008,38340,1019.95,539.9,0,0,1,1,0,Peel,Northeast,0
1009,30420,602.32,842.53,0,1,0,0,0,Peel,Northeast,0
1010,54120,1097.7,644.98,0,0,1,1,0,Peel,Northeast,0
1011,47630,1095.79,771.4,0,1,1,1,0,Peel,Northeast,0
1012,79150,1436.47,1353.41,0,1,1,1,0,Peel,Northeast,0
1015,31270,826.74,508.95,0,0,0,1,0,Peel,Northeast,0
1018,36190,1296.78,804.03,0,1,1,1,0,Peel,Northeast,0
1022,96230,1238.1,1528.86,0,1,1,1,0,Peel,Northeast,0
1024,26530,608.68,535.51,0,0,0,0,0,Peel,Northeast,0
1027,36890,983.68,739.37,0,1,1,1,0,Peel,Northeast,0
1028,42080,1355.42,1084.75,0,1,1,1,0,Peel,Northeast,0
1029,28720,533.59,424.66,0,0,0,0,0,Peel,Northeast,0
1030,58390,1223.77,1147.83,0,1,1,1,0,Peel,Northeast,0
1031,25330,830.33,556.72,0,0,0,1,0,Peel,Northeast,0
1032,42270,662.98,1191.36,0,1,1,0,0,Peel,Northeast,0
1033,55370,1432.96,1270.33,0,1,1,1,0,Peel,Northeast,0
1034,28420,879.33,467.22,0,0,0,1,0,Peel,Northeast,0
1035,41310,739.19,561.6,0,0,1,1,0,Peel,Northeast,0
1036,24705,791.95,535.12,0,0,0,1,0,Peel,Northeast,0
1039,15980,568.95,213.29,0,0,0,0,0,Peel,Northeast,0
1040,96220,1934.06,2098.81,0,1,1,1,0,Peel,Northeast,0
1042,22000,599.04,343.28,0,0,0,0,0,Peel,Northeast,0
1043,32590,449.83,673.34,0,0,0,0,0,Peel,Northeast,0
1045,60570,1303.87,775.52,0,1,1,1,0,Peel,Northeast,0
1047,76520,2130.18,1094.68,0,1,1,1,0,Peel,Northeast,0
1049,105610,2496.2,1981.7,0,1,1,1,0,Peel,Northeast,0
1050,132790,2777.51,2314.4,0,1,1,1,0,Peel,Northeast,0
1051,27560,654.11,630.22,0,0,0,0,0,Peel,Northeast,0
1053,15540,439.26,461.65,0,0,0,0,0,Peel,Northeast,0
1054,26220,757.21,663.56,0,0,0,1,0,Peel,Northeast,0
1057,28810,680.65,519.72,0,0,0,0,0,Peel,Northeast,0
1058,51080,969.74,812.94,0,1,1,1,0,Peel,Northeast,0
1063,35680,953.29,703.42,0,1,0,1,0,Peel,Northeast,0
1067,83890,2549.98,1523.29,0,1,1,1,0,Peel,Northeast,0
1068,22580,398.11,564.52,0,0,0,0,0,Peel,Northeast,0
1069,33550,975.46,720.81,0,1,0,1,0,Peel,Northeast,0
1071,37750,1120.47,659.87,0,0,1,1,0,Peel,Northeast,0
1072,43260,777.01,561.84,0,0,1,1,0,Peel,Northeast,0
1076,73100,1520.91,1557.24,0,1,1,1,0,Peel,Northeast,0
1078,25180,488.47,547.1,0,0,0,0,0,Peel,Northeast,0
1080,16160,328.22,190.31,0,0,0,0,0,Peel,Northeast,0
1082,59050,1500.6,1391.44,0,1,1,1,0,Peel,Northeast,0
1083,57080,1264.22,1398,0,1,1,1,0,Peel,Northeast,0
1084,66310,1695.03,1278.8,0,1,1,1,0,Peel,Northeast,0
1085,17920,309.87,233.87,0,0,0,0,0,Peel,Northeast,0
1087,56510,1664.64,1498.3,0,1,1,1,0,Peel,Northeast,0
1089,99340,1650.65,1831.22,0,1,1,1,0,Peel,Northeast,0
1090,16380,397.12,284.2,0,0,0,0,0,Peel,Northeast,0
1094,48350,1043.61,628.41,0,0,1,1,0,Peel,Northeast,0
1104,32770,659.06,744.27,0,1,0,0,0,Peel,Northeast,0
1105,83160,1136.56,1986.26,0,1,1,1,0,Peel,Northeast,0
1109,53070,859.21,1451.05,0,1,1,1,0,Peel,Northeast,0
1110,63730,1631.52,1477.16,0,1,1,1,0,Peel,Northeast,0
1113,31230,850.37,706.3,0,1,0,1,0,Peel,Northeast,0
1114,53900,826.51,1171.32,0,1,1,1,0,Peel,Northeast,0
1115,30130,768.28,537.04,0,0,0,1,0,Peel,Northeast,0
1116,55330,1514.49,920.14,0,1,1,1,0,Peel,Northeast,0
1122,54410,1017.63,1268.62,0,1,1,1,0,Peel,Northeast,0
1201,17560,676.22,361.72,0,0,0,0,0,Waterloo,Northeast,0
1203,28280,1140.5,706,0,1,0,1,0,Waterloo,Northeast,0
1204,50920,1215.48,882.69,0,1,1,1,0,Waterloo,Northeast,0
1205,10300,255.68,152.53,0,0,0,0,0,Waterloo,Northeast,0
1206,12855,683.98,268.26,0,0,0,0,0,Waterloo,Northeast,0
1207,43050,1015.53,415.33,0,0,1,1,0,Waterloo,Northeast,0
1208,38890,1040.55,698.05,0,1,1,1,0,Waterloo,Northeast,0
1209,40580,1092.05,647.99,0,0,1,1,0,Waterloo,Northeast,0
1210,36250,822.17,952.66,0,1,1,1,0,Waterloo,Northeast,0
1211,24140,567.85,426.11,0,0,0,0,0,Waterloo,Northeast,0
1212,26690,587.88,568.802,0,0,0,0,0,Waterloo,Northeast,0
1214,14630,433.53,229.3,0,0,0,0,0,Waterloo,Northeast,0
1215,26260,864.38,278.86,0,0,0,1,0,Waterloo,Northeast,0
1216,20640,561.35,622.91,0,0,0,0,0,Waterloo,Northeast,0
1217,19450,403.76,503.91,0,0,0,0,0,Waterloo,Northeast,0
1218,68820,1695.44,1035.56,0,1,1,1,0,Waterloo,Northeast,0
1219,58000,1303.49,1169.18,0,1,1,1,0,Waterloo,Northeast,0
1220,20490,421.73,439.65,0,0,0,0,0,Waterloo,Northeast,0
1221,34900,978.22,730.46,0,1,0,1,0,Waterloo,Northeast,0
1222,19650,577.44,340.66,0,0,0,0,0,Waterloo,Northeast,0
1223,22430,529.62,379.58,0,0,0,0,0,Waterloo,Northeast,0
1224,25820,659.61,525.34,0,0,0,0,0,Waterloo,Northeast,0
1225,10950,354.24,256.99,0,0,0,0,0,Waterloo,Northeast,0
1226,14660,493.94,355.98,0,0,0,0,0,Waterloo,Northeast,0
1227,23750,630.07,614.71,0,0,0,0,0,Waterloo,Northeast,0
1228,35510,895.78,618.47,0,0,0,1,0,Waterloo,Northeast,0
1229,32430,832.89,532.79,0,0,0,1,0,Waterloo,Northeast,0
1231,7720,274.33,159.24,0,0,0,0,0,Waterloo,Northeast,0
1232,34770,1035.35,793.8,0,1,0,1,0,Waterloo,Northeast,0
1233,43150,1045.44,700.03,0,1,1,1,0,Waterloo,Northeast,0
1234,48000,1604.26,721.45,0,1,1,1,0,Waterloo,Northeast,0
1236,40930,689.13,785.31,0,1,1,0,0,Waterloo,Northeast,0
1237,27300,822.22,571.74,0,0,0,1,0,Waterloo,Northeast,0
1238,32740,516.13,821.3,0,1,0,0,0,Waterloo,Northeast,0
1239,20950,627.04,427.14,0,0,0,0,0,Waterloo,Northeast,0
1240,25850,830.49,379.99,0,0,0,1,0,Waterloo,Northeast,0
1241,18010,247.18,282.31,0,0,0,0,0,Waterloo,Northeast,0
1244,36960,918.48,784.81,0,1,1,1,0,Waterloo,Northeast,0
1246,26770,518.24,530.74,0,0,0,0,0,Waterloo,Northeast,0
1248,23890,526.95,377.66,0,0,0,0,0,Waterloo,Northeast,0
1255,33990,1188.99,423.22,0,0,0,1,0,Waterloo,Northeast,0
1256,19310,593.49,516.75,0,0,0,0,0,Waterloo,Northeast,0
1260,37780,359.48,735.09,0,1,1,0,0,Waterloo,Northeast,0
1264,55220,920.82,1695.48,0,1,1,1,0,Waterloo,Northeast,0
1265,43670,669.07,1269.8,0,1,1,0,0,Waterloo,Northeast,0
1269,21340,450.41,489.987,0,0,0,0,0,Waterloo,Northeast,0
1270,12140,345.05,332.65,0,0,0,0,0,Waterloo,Northeast,0
1272,57990,1129.53,1122.22,0,1,1,1,0,Waterloo,Northeast,0
1279,18830,436.54,282.17,0,0,0,0,0,Waterloo,Northeast,0
1283,26520,375.17,654.45,0,0,0,0,0,Waterloo,Northeast,0
1285,18640,703.11,278.75,0,0,0,0,0,Waterloo,Northeast,0
1287,67110,1536.35,1572.45,0,1,1,1,0,Waterloo,Northeast,0
1289,53200,1047.7,1368.34,0,1,1,1,0,Waterloo,Northeast,0
1291,50800,684.14,734.663,0,1,1,0,0,Waterloo,Northeast,0
1292,75570,1729.51,903.36,0,1,1,1,0,Waterloo,Northeast,0
1294,98520,1683.89,1719.69,0,1,1,1,0,Waterloo,Northeast,0
1297,30370,931.14,484.92,0,0,0,1,0,Waterloo,Northeast,0
1298,38520,739.49,427.75,0,0,1,1,0,Waterloo,Northeast,0
1300,163550,2094.44,1549.36,0,1,1,1,0,Waterloo,Northeast,0
1301,36580,762.86,778.03,0,1,1,1,0,Waterloo,Northeast,0
1303,33180,591.98,573.2,0,0,0,0,0,Waterloo,Northeast,0
1304,56050,893.92,1464.31,0,1,1,1,0,Waterloo,Northeast,0
1306,27650,591.31,863.47,0,1,0,0,0,Waterloo,Northeast,0
1307,27210,872.86,405.77,0,0,0,1,0,Waterloo,Northeast,0
1308,49330,1085.75,1119.42,0,1,1,1,0,Waterloo,Northeast,0
1309,53430,1170.46,1278.08,0,1,1,1,0,Waterloo,Northeast,0
1312,50700,855.68,1296.33,0,1,1,1,0,Waterloo,Northeast,0
1313,383030,12834.11,5086.48,0,1,1,1,0,Waterloo,Northeast,0
1314,104920,1687.8,1488.37,0,1,1,1,0,Waterloo,Northeast,0
1316,15090,820.15,311.1,0,0,0,1,0,Waterloo,Northeast,0
1401,14000,455.71,370.15,0,0,0,0,0,Tacoma,Northwest,0
1402,40650,394.73,490.21,0,0,1,0,0,Tacoma,Northwest,0
1403,13290,345.98,324.05,0,0,0,0,0,Tacoma,Northwest,0
1404,25930,580.58,328.16,0,0,0,0,0,Tacoma,Northwest,0
1405,29270,719.6,433.44,0,0,0,0,0,Tacoma,Northwest,0
1406,22830,101.02,237.07,0,0,0,0,0,Tacoma,Northwest,0
1407,22360,400.42,556.38,0,0,0,0,0,Tacoma,Northwest,0
1408,52550,657.4,746.79,0,1,1,0,0,Tacoma,Northwest,0
1409,23140,399.4,266.43,0,0,0,0,0,Tacoma,Northwest,0
1410,70240,1625.68,920.82,0,1,1,1,0,Tacoma,Northwest,0
1411,22360,384.49,471.67,0,0,0,0,0,Tacoma,Northwest,0
1412,37010,742.96,518.81,0,0,1,1,0,Tacoma,Northwest,0
1413,29220,694.05,589.6,0,0,0,0,0,Tacoma,Northwest,0
1414,11790,457.34,422.93,0,0,0,0,0,Tacoma,Northwest,0
1415,20080,195.12,455.67,0,0,0,0,0,Tacoma,Northwest,0
1416,26590,727.71,379.88,0,0,0,1,0,Tacoma,Northwest,0
1417,44690,575.09,652.46,0,0,1,0,0,Tacoma,Northwest,0
1418,16420,476.08,331.07,0,0,0,0,0,Tacoma,Northwest,0
1419,31540,539.88,719.2,0,1,0,0,0,Tacoma,Northwest,0
1420,48260,777.84,1094.55,0,1,1,1,0,Tacoma,Northwest,0
1421,34640,794.34,798.57,0,1,0,1,0,Tacoma,Northwest,0
1422,39650,943.65,805.76,0,1,1,1,0,Tacoma,Northwest,0
1423,47370,1109.65,945.55,0,1,1,1,0,Tacoma,Northwest,0
1424,31150,790.71,601.85,0,0,0,1,0,Tacoma,Northwest,0
1425,47040,411.8,665.72,0,0,1,0,0,Tacoma,Northwest,0
1426,43730,325.88,902.57,0,1,1,0,0,Tacoma,Northwest,0
1427,47660,937.44,1169.72,0,1,1,1,0,Tacoma,Northwest,0
1428,30560,569.91,733.55,0,1,0,0,0,Tacoma,Northwest,0
1429,12570,164.76,259.48,0,0,0,0,0,Tacoma,Northwest,0
1430,6250,68.67,102.06,0,0,0,0,0,Tacoma,Northwest,0
1431,32220,759.71,503.79,0,0,0,1,0,Tacoma,Northwest,0
1432,24900,430.43,615.67,0,0,0,0,0,Tacoma,Northwest,0
1433,59330,443.7,647.39,0,0,1,0,0,Tacoma,Northwest,0
1434,28420,342.73,242.64,0,0,0,0,0,Tacoma,Northwest,0
1435,28590,461.76,192.17,0,0,0,0,0,Tacoma,Northwest,0
1436,36500,906.39,524.37,0,0,1,1,0,Tacoma,Northwest,0
1437,35630,889.57,774.84,0,1,0,1,0,Tacoma,Northwest,0
1438,20540,455.77,469.27,0,0,0,0,0,Tacoma,Northwest,0
1439,26450,488.62,693.68,0,1,0,0,0,Tacoma,Northwest,0
1440,62000,1026.01,1045.22,0,1,1,1,0,Tacoma,Northwest,0
1441,51010,474.56,963.18,0,1,1,0,0,Tacoma,Northwest,0
1442,61260,777.35,1151.58,0,1,1,1,0,Tacoma,Northwest,0
1443,20080,404.02,348.52,0,0,0,0,0,Tacoma,Northwest,0
1444,73190,1180.65,1213.31,0,1,1,1,0,Tacoma,Northwest,0
1445,31750,897.91,650.99,0,0,0,1,0,Tacoma,Northwest,0
1446,31250,482.92,729.34,0,1,0,0,0,Tacoma,Northwest,0
1447,54240,644.38,802.61,0,1,1,0,0,Tacoma,Northwest,0
1448,42420,877.44,554.93,0,0,1,1,0,Tacoma,Northwest,0
1449,23040,398.97,366.39,0,0,0,0,0,Tacoma,Northwest,0
1450,87560,1482.7,2273.72,0,1,1,1,0,Tacoma,Northwest,0
1451,47170,629.75,622.51,0,0,1,0,0,Tacoma,Northwest,0
1452,36430,491.48,672.4,0,0,1,0,0,Tacoma,Northwest,0
1453,130130,2873.42,2430.41,0,1,1,1,0,Tacoma,Northwest,0
1454,7130,148,117.08,0,0,0,0,0,Tacoma,Northwest,0
1455,60570,752.81,696.52,0,1,1,1,0,Tacoma,Northwest,0
1456,82880,2050.88,2032.15,0,1,1,1,0,Tacoma,Northwest,0
1457,22150,433.57,428.78,0,0,0,0,0,Tacoma,Northwest,0
1458,21910,585.75,322.32,0,0,0,0,0,Tacoma,Northwest,0
1459,72970,834.1,968.34,0,1,1,1,0,Tacoma,Northwest,0
1460,23980,331.82,224.26,0,0,0,0,0,Tacoma,Northwest,0
1461,9330,160.67,106.69,0,0,0,0,0,Tacoma,Northwest,0
1462,26720,451.11,688.59,0,0,0,0,0,Tacoma,Northwest,0
1463,29100,372.93,538.02,0,0,0,0,0,Tacoma,Northwest,0
1464,16230,351.73,359.96,0,0,0,0,0,Tacoma,Northwest,0
1465,40290,912.17,707.79,0,1,1,1,0,Tacoma,Northwest,0
1466,62260,677.88,640.93,0,0,1,0,0,Tacoma,Northwest,0
1467,19870,571.08,489.77,0,0,0,0,0,Tacoma,Northwest,0
1468,19470,529.23,258.25,0,0,0,0,0,Tacoma,Northwest,0
1469,59940,1069.45,1159.48,0,1,1,1,0,Tacoma,Northwest,0
1470,39850,759.52,611.39,0,0,1,1,0,Tacoma,Northwest,0
1471,6050,107.66,112.55,0,0,0,0,0,Tacoma,Northwest,0
1472,76810,831.2,1266.51,0,1,1,1,0,Tacoma,Northwest,0
1473,24980,559.76,318.95,0,0,0,0,0,Tacoma,Northwest,0
1474,16560,403.02,362.18,0,0,0,0,0,Tacoma,Northwest,0
1475,85190,1569.21,1181.02,0,1,1,1,0,Tacoma,Northwest,0
1476,34250,602.55,881.13,0,1,0,0,0,Tacoma,Northwest,0
1477,35620,657.49,490.7,0,0,0,0,0,Tacoma,Northwest,0
1478,24940,707.56,543.7,0,0,0,0,0,Tacoma,Northwest,0
1479,17680,401.52,492.97,0,0,0,0,0,Tacoma,Northwest,0
1480,19800,421.56,463.77,0,0,0,0,0,Tacoma,Northwest,0
1481,65060,824.12,1004.19,0,1,1,1,0,Tacoma,Northwest,0
1482,63820,1071.56,1019.88,0,1,1,1,0,Tacoma,Northwest,0
1483,24550,345.27,784.4,0,1,0,0,0,Tacoma,Northwest,0
1484,27700,619.45,330.06,0,0,0,0,0,Tacoma,Northwest,0
1485,52920,1011.64,1106.37,0,1,1,1,0,Tacoma,Northwest,0
1486,26980,546,446.57,0,0,0,0,0,Tacoma,Northwest,0
1487,42080,978.82,621.38,0,0,1,1,0,Tacoma,Northwest,0
1488,5230,78.93,71.33,0,0,0,0,0,Tacoma,Northwest,0
1489,15780,525.74,377.62,0,0,0,0,0,Tacoma,Northwest,0
1490,12840,195.3,261.78,0,0,0,0,0,Tacoma,Northwest,0
1491,21510,612.24,366.32,0,0,0,0,0,Tacoma,Northwest,0
1492,20320,403.71,468.7,0,0,0,0,0,Tacoma,Northwest,0
1493,13250,185.61,187.93,0,0,0,0,0,Tacoma,Northwest,0
1494,14410,182.76,95.88,0,0,0,0,0,Tacoma,Northwest,0
1495,67880,938.38,747.49,0,1,1,1,0,Tacoma,Northwest,0
1496,25670,712.5,362.12,0,0,0,0,0,Tacoma,Northwest,0
1497,80660,1487.4,1058.87,0,1,1,1,0,Tacoma,Northwest,0
1498,10830,234.79,189.44,0,0,0,0,0,Tacoma,Northwest,0